Number,Time,Name,Country,DOB,Position,Location,Date
2008,3:55.9,Len Hilton,USA,28.09.47,1,Bakersfield,16.06.1973
2008,3:55.9,Simon Malibeng,RSA,28.08.62,2,Philadelphia,18.05.1980
2008,3:55.9,Kevin Ryan,USA,01.02.57,1,Toronto,19.07.1983
2008,3:55.90,Reyes Estévez,ESP,02.08.76,4,London,27.08.1995
2008,3:55.90,Kevin Sullivan,CAN,20.03.74,2,Walnut,22.04.2001
2008,3:55.90,Anas Selmouni,MAR,15.03.79,6,London,08.08.2003
2008,3:55.90,Matthew Ramsden,AUS,23.07.97,5,Melbourne,23.02.2023
2019,3:55.91,Steve Scott,USA,05.05.56,1,Melbourne,14.01.1982
2019,3:55.91,Jack Buckner,GBR,22.09.61,6,Edinburgh,31.07.1982
2019,3:55.91,Gary Lough,GBR,06.07.70,5,London,27.08.1995
2019,3:55.91,Garrett Heath,USA,03.11.85,3,Cork,02.07.2013
2019,3:55.91,Hassan Mead,USA,28.08.89,8,Raleigh,03.08.2018
2019,3:55.91,Paul Ryan,USA,29.05.97,1,Falmouth,20.08.2022
2025,3:55.92,Jürgen May,FRG,18.06.42,4,London,30.08.1965
2025,3:55.92,Frank O'Mara,IRL,17.07.60,4,Cork,09.07.1985
2027,3:55.93,Rod Dixon,NZL,13.07.50,1,Zürich,16.08.1974
2027,3:55.93,Ian Stewart,GBR,15.01.49,3,London,09.06.1982
2027,3:55.93,Laban Rotich,KEN,20.01.69,7,Eugene,24.05.2003
2027,3:55.93,Abdelati Iguider,MAR,25.03.87,14,Eugene,01.06.2013
2027,3:55.93,Colby Alexander,USA,13.06.91,3,Dublin,22.07.2016
2032,3:55.94,Richie Harris,USA,04.03.59,1,London,17.07.1982
2032,3:55.94,José Luis Carreira,ESP,30.03.62,1,Madrid,04.06.1987
2032,3:55.94,Fabio Olivo,ITA,05.02.66,5,San Donato Milanese,30.05.1992
2032,3:55.94,Joseph Chesire,KEN,12.11.57,5,Berlin,21.08.1992
2036,3:55.95,Steve Scott,USA,05.05.56,5,Stockholm,04.07.1977
2036,3:55.95,Craig Masback,USA,31.03.55,4,Villanova,30.05.1981
2036,3:55.95,Paul Ryan,USA,29.05.97,1,Saint Louis,02.06.2022
2039,3:55.96,John Walker,NZL,12.01.52,4,London,26.06.1977
2039,3:55.96,Steve Scott,USA,05.05.56,1,Stockholm,03.07.1979
2039,3:55.96,David Lewis,GBR,15.10.61,3,Oslo,23.08.1983
2039,3:55.96,Stefano Mei,ITA,03.02.63,7,Roma,01.09.1983
2039,3:55.96,Simon Doyle,AUS,09.11.66,1,Melbourne,08.02.1990
2039,3:55.96,Alex Kipchirchir,KEN,26.11.84,10,Oslo,15.06.2007
2039,3:55.96,Paul Chelimo,USA,27.10.90,3,Birmingham,18.08.2018
2046,3:55.97,John Walker,NZL,12.01.52,2,London,07.09.1984
2046,3:55.97,Stewart McSweyn,AUS,01.06.95,2,Cork,18.07.2017
2046,3:55.97,Charlie Marquardt,USA,09.07.94,9,Raleigh,03.08.2018
2046,3:55.97,Nicholas Griggs,IRL,18.12.04,1r1,Belfast,14.06.2025
2050,3:55.98,Steve Scott,USA,05.05.56,2,Berlin,21.08.1981
2050,3:55.98,Frank O'Mara,IRL,17.07.60,2,Madrid,04.06.1987
2050,3:55.98,Martin Keino,KEN,20.06.72,7,Eugene,31.05.1998
2050,3:55.98,Peter van der Westhuizen,RSA,21.12.84,6rB,Eugene,03.07.2010
2054,3:55.99,Sydney Maree,USA,09.09.56,3,Helsinki,02.07.1987
2054,3:55.99,Julius Achon,UGA,12.12.76,8,Sheffield,02.08.1998
2054,3:55.99,Alan Webb,USA,13.01.83,10,Eugene,07.06.2009
2054,3:55.99,Samuel Prakel,USA,29.10.94,4,Eugene,20.08.2021
2054,3:55.99,Eric Holt,USA,12.05.95,1,West Chester,10.08.2023
2059,3:56.0,Jim Beatty,USA,28.10.34,1,Toronto,25.06.1963
2059,3:56.0,Jim Grelle,USA,30.09.36,2,Los Angeles,04.06.1966
2059,3:56.0,André de Hertoghe,BEL,19.04.41,2,Stockholm,02.07.1968
2059,3:56.0,Fanie van Zijl,RSA,07.07.48,1,Modesto,27.05.1972
2059,3:56.0,Jim Douglas,GBR,09.09.45,3,London,10.06.1972
2059,3:56.0,Rod Dixon,NZL,13.07.50,1,Auckland,07.02.1974
2059,3:56.0,John Walker,NZL,12.01.52,2,Auckland,07.02.1974
2059,3:56.0,Ray Flynn,IRL,22.01.57,2,Cork,21.06.1979
2059,3:56.0,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,10.10.1982
2059,3:56.0,Johan Fourie,RSA,02.12.59,1,Durban,17.12.1983
2059,3:56.0,Maurice Smith,USA,20.11.62,4,Westwood,06.08.1989
2059,3:56.00,Johan Fourie,RSA,02.12.59,1,Paarl,26.12.1985
2059,3:56.00,Joe Falcon,USA,23.06.66,1,Westwood,10.06.1989
2059,3:56.00,Pat Scammell,AUS,15.04.61,3,Lausanne,12.07.1990
2059,3:56.00,Sam Parsons,GER,18.06.94,12,Berlin,27.07.2025
2074,3:56.01,Greg Whiteley,USA,06.01.67,2,New York City,20.07.1991
2074,3:56.01,Steve Holman,USA,02.03.70,14,Bruxelles,25.08.2000
2076,3:56.02,Jim Ryun,USA,29.04.47,1,London,12.08.1967
2076,3:56.02,John Walker,NZL,12.01.52,1,Christchurch,15.12.1984
2076,3:56.02,Klaus Peter Nabein,GER,10.05.60,7,Zürich,17.08.1988
2076,3:56.02,Rüdiger Stenzel,GER,16.04.68,6,Berlin,21.08.1992
2076,3:56.02,Graham Hood,CAN,02.04.72,2,Victoria,11.06.2003
2076,3:56.02,Tripp Hurt,USA,30.10.92,5,Memphis,25.08.2018
2082,3:56.03,Karl Fleschen,FRG,28.06.55,3,Zürich,09.07.1976
2082,3:56.03,Tony Rogers,NZL,30.04.57,3,Auckland,17.02.1985
2082,3:56.03,Saïd Aouita,MAR,02.11.59,1,Formia,16.06.1985
2082,3:56.03,Peter Elliott,GBR,09.10.62,1,Cardiff,17.09.1989
2082,3:56.03,Chris Lukezic,USA,24.04.84,8,London,25.07.2008
2082,3:56.03,Thiago do Rosario André,BRA,04.08.95,9rA,Eugene,26.05.2018
2082,3:56.03,Stijn Baeten,BEL,03.06.94,2rA,Milano,04.09.2021
2089,3:56.04,Witold Baran,POL,29.07.39,1,London,03.08.1964
2089,3:56.04,Anders Gärderud,SWE,28.08.46,6,Stockholm,09.08.1976
2089,3:56.04,Mike Downes,GBR,25.05.54,11,Koblenz,25.08.1982
2089,3:56.04,Sydney Maree,USA,09.09.56,3,Eugene,04.06.1983
2089,3:56.04,Rachid El Basir,MAR,04.10.68,10,Berlin,27.08.1993
2089,3:56.04,Ben Veatch,USA,01.06.98,1r1,Saint Louis,30.05.2024
2095,3:56.05,Michael Hillardt,AUS,22.01.61,2,Auckland,28.01.1984
2095,3:56.05,David Strang,GBR,13.12.68,8,Eugene,04.06.1995
2095,3:56.05,Shadrack Korir,KEN,14.12.78,1,Cambridge,17.06.2007
2095,3:56.05,Graham Crawford,USA,29.12.92,4,Raleigh,05.08.2016
2095,3:56.05,Piers Copeland,GBR,26.11.98,12,London,21.07.2019
2095,3:56.05,Cathal Doyle,IRL,12.05.01,4,Dublin,14.07.2023
2101,3:56.06,Steve Scott,USA,05.05.56,1,San Diego,25.06.1988
2101,3:56.06,Noah Ngeny,KEN,02.11.78,2,Melbourne,25.02.1998
2101,3:56.06,Osama Zoghlami,ITA,19.06.94,3rA,Milano,04.09.2021
2101,3:56.06,Callum Davies,AUS,18.07.99,2,Wanganui,28.01.2023
2101,3:56.06,Thomas Keen,GBR,16.06.01,5,Dublin,14.07.2023
2106,3:56.07,Jordan McNamara,USA,07.03.87,2,Falmouth,11.08.2012
2106,3:56.07,Colby Alexander,USA,13.06.91,2rA,Philadelphia,28.04.2018
2106,3:56.07,Kasey Knevelbaard,USA,02.09.96,2,West Chester,10.08.2023
2109,3:56.08,Frank Clement,GBR,26.04.52,3,London,15.09.1978
2109,3:56.08,David Kibet,KEN,24.11.63,1,Corby,21.06.1992
2109,3:56.08,Benjamin Kipkurui,KEN,28.12.80,1,Walnut,17.04.2005
2112,3:56.09,Peter Elliott,GBR,09.10.62,3,London,15.09.1989
2112,3:56.09,Mario Neumann,GDR,07.09.68,6,Berlin,17.08.1990
2112,3:56.09,Mohamed Ibrahim Aden,USA,11.11.72,3,Portland,18.05.2002
2112,3:56.09,Samuel Prakel,USA,29.10.94,1,Cork,16.07.2018
2112,3:56.09,Lughaidh Mallon,IRL,28.10.05,3,Cork,09.07.2025
2117,3:56.1,Peter Snell,NZL,17.12.38,1,Los Angeles,18.05.1962
2117,3:56.1,Jim Grelle,USA,30.09.36,2,Toronto,25.06.1963
2117,3:56.1,Neil Duggan,GBR,01.09.40,2,San Diego,11.06.1966
2117,3:56.1,Jim Grelle,USA,30.09.36,2,Bakersfield,23.06.1967
2117,3:56.1,Craig Masback,USA,31.03.55,3r1,Nice,17.08.1980
2117,3:56.1,Sosthenes Bitok,KEN,23.03.57,2,Toronto,19.07.1983
2117,3:56.10,Filbert Bayi,TAN,23.06.53,4,London,15.09.1978
2117,3:56.10,Brian Theriot,USA,15.02.57,8,Oslo,21.07.1984
2117,3:56.10,Duncan Phillips,USA,07.06.89,2,Saint Louis,05.06.2014
2117,3:56.10,David Torrence,PER,26.11.85,4,Birmingham,20.08.2017
2127,3:56.11,John Walker,NZL,12.01.52,2,Zürich,16.08.1974
2127,3:56.11,Marcus O'Sullivan,IRL,22.12.61,4,Cork,03.07.1984
2127,3:56.11,Spyros Christopoulos,GRE,16.04.64,6,San Donato Milanese,30.05.1992
2127,3:56.11,Colby Alexander,USA,13.06.91,4,Huntington,31.08.2016
2127,3:56.11,Henry McLuckie,GBR,03.05.02,5,Cork,09.07.2024
2127,3:56.11,Kane Elliott,USA,19.01.02,10r1,Stirling,24.08.2024
2133,3:56.12,Monde Tutani,RSA,22.02.62,2,Port Elizabeth,13.12.1986
2133,3:56.12,Kipkoech Cheruiyot,KEN,02.12.64,1,Gateshead,16.07.1988
2133,3:56.12,Stephen Pifer,USA,07.12.84,7rB,Eugene,03.07.2010
2133,3:56.12,Mario García,ESP,29.06.99,8,Raleigh,08.08.2025
2137,3:56.13,Steve Cram,GBR,14.10.60,1,London,20.07.1985
2137,3:56.13,Mohamed Ibrahim Aden,SOM,11.11.72,8,Eugene,31.05.1998
2137,3:56.13,Hamish Christensen,NZL,01.09.72,1,Wanganui,16.01.1999
2137,3:56.13,Andrew Graffin,GBR,20.12.77,9,London,05.08.2000
2137,3:56.13,Andrew Baddeley,GBR,20.06.82,9,London,30.07.2004
2137,3:56.13,Zane Robertson,NZL,14.11.89,4,Walnut,20.04.2012
2137,3:56.13,Daniel Kipchirchir Komen,KEN,27.11.84,3,Eugene,31.05.2013
2137,3:56.13,Daniel Herrera,MEX,29.11.92,6rA,Concord,01.06.2017
2137,3:56.13,Piers Copeland,GBR,26.11.98,5,Gateshead,13.07.2021
2137,3:56.13,Cameron Procevait,CAN,20.09.93,3rB,Eagle Rock,09.07.2022
2147,3:56.14,Abdelaziz Sahere,MAR,18.09.67,8,Oslo,14.07.1990
2147,3:56.14,David Kibet,KEN,24.11.63,6,Zürich,17.08.1994
2147,3:56.14,Paul McMullen,USA,19.02.72,6,Edwardsville,25.07.1998
2147,3:56.14,Graham Hood,CAN,02.04.72,10,Oslo,13.07.2001
2147,3:56.14,Boaz Lalang,KEN,08.02.89,1,Des Moines,24.04.2010
2147,3:56.14,Peter Callahan,BEL,01.06.91,4,Dublin,22.07.2016
2153,3:56.15,Benjamin Jipcho,KEN,01.03.43,1,London,14.09.1973
2153,3:56.15,Rüdiger Stenzel,GER,16.04.68,1,Cottbus,27.05.1998
2153,3:56.15,Adam Goucher,USA,18.02.75,1,Windsor,28.07.2005
2153,3:56.15,Ossama Meslek,ITA,08.01.97,1rA,Oxford,06.05.2024
2157,3:56.16,John Walker,NZL,12.01.52,1,Philadelphia,04.08.1976
2157,3:56.16,Nathan Brannen,CAN,08.09.82,7,Norwich,21.08.2005
2157,3:56.16,Callum Davies,AUS,18.07.99,2r1,Wanganui,27.01.2024
2160,3:56.17,Pierre Délèze,SUI,25.09.58,3,Edinburgh,26.06.1983
2160,3:56.17,Henning Gericke,RSA,23.06.60,2,Port Elizabeth,07.03.1984
2160,3:56.17,Thomas Wessinghage,FRG,22.02.52,5,Cork,09.07.1985
2160,3:56.17,Deon Brummer,RSA,04.04.59,2,Port Elizabeth,07.03.1989
2160,3:56.17,Issac Songok,KEN,25.04.84,11,Oslo,15.06.2007
2160,3:56.17,Gideon Gathimba,KEN,09.03.80,6,Eugene,01.06.2012
2160,3:56.17,Vincent Kibet,KEN,06.05.91,4,Birmingham,18.08.2018
2167,3:56.18,Len Hilton,USA,28.09.47,3,Stockholm,02.07.1973
2167,3:56.18,Antti Loikkanen,FIN,15.04.55,4,Stockholm,03.07.1978
2167,3:56.18,Jason Pyrah,USA,06.04.69,7,Edwardsville,25.07.1998
2167,3:56.18,Belal Mansoor Ali,BRN,17.10.83,7,Oslo,02.06.2006
2167,3:56.18,Michael Coe,USA,04.12.87,1,Berkeley,25.04.2009
2167,3:56.18,Cory Leslie,USA,24.10.89,1,Greenville,13.04.2013
2167,3:56.18,Paul Robinson,IRL,24.05.91,4,Cork,02.07.2013
2167,3:56.18,Tripp Hurt,USA,30.10.92,1,Marion,15.07.2020
2167,3:56.18,James Gormley,IRL,03.04.98,11,Dublin,11.07.2025
2176,3:56.19,Emiel Puttemans,BEL,08.10.47,4,Stockholm,02.07.1973
2176,3:56.19,Ian Hamer,GBR,18.04.65,1,Cork,05.07.1991
2176,3:56.19,Angel Fariñas,ESP,21.05.67,7,Jerez de la Frontera,17.09.1991
2176,3:56.19,Isaac Viciosa,ESP,26.12.69,7,Zürich,17.08.1994
2176,3:56.19,Andrés Manuel Díaz,ESP,12.07.69,1,Gateshead,19.07.1998
2176,3:56.19,Andrey Zadorozhniy,RUS,13.09.73,3,Gateshead,27.06.1999
2176,3:56.19,Nicholas Kemboi,KEN,25.11.83,6rB,Eugene,04.06.2011
2176,3:56.19,Charlie Wheeler,GBR,04.07.98,12,Dublin,11.07.2025
2184,3:56.2,David Wilborn,USA,17.09.45,3,Bakersfield,23.06.1967
2184,3:56.2,Knut Kvalheim,NOR,14.06.50,1,Oslo,31.07.1974
2184,3:56.2,Benjamin Jipcho,KEN,01.03.43,1,Los Angeles,22.03.1975
2184,3:56.2,Eamonn Coghlan,IRL,24.11.52,1,Pittsburgh,10.05.1975
2184,3:56.2,Steve Ovett,GBR,09.10.55,1,Belfast,28.05.1977
2184,3:56.2,Ray Flynn,IRL,22.01.57,3,Frankfurt,05.09.1978
2184,3:56.2,Craig Masback,USA,31.03.55,3,Wien,13.06.1979
2184,3:56.2,Dub Myers,USA,04.04.64,5,Westwood,06.06.1988
2192,3:56.21,Saïd Aouita,MAR,02.11.59,1,Berlin,26.08.1988
2192,3:56.21,Bob Kennedy,USA,18.08.70,1,Eugene,04.06.1994
2192,3:56.21,Karl Paranya,USA,27.06.75,8,Edwardsville,25.07.1998
2192,3:56.21,Kevin Sullivan,CAN,20.03.74,2,Palo Alto,09.06.2001
2192,3:56.21,Kevin Sullivan,CAN,20.03.74,5,Eugene,10.06.2007
2192,3:56.21,Evan Jager,USA,08.03.89,7rB,Eugene,04.06.2011
2192,3:56.21,Garrett Heath,USA,03.11.85,3,Falmouth,11.08.2012
2199,3:56.22,Joe Falcon,USA,23.06.66,1,Westwood,20.05.1990
2199,3:56.22,Bethwell Birgen,KEN,06.08.88,5,London,06.08.2011
2199,3:56.22,Chris O'Hare,GBR,23.11.90,1,Huntington,06.09.2017
2199,3:56.22,Jack Salisbury,USA,05.01.98,1rA,Charlottesville,01.05.2021
2199,3:56.22,Callum Davies,AUS,18.07.99,4,Cork,09.07.2025
2204,3:56.23,Dick Quax,NZL,01.01.48,4,Zürich,09.07.1976
2204,3:56.23,Ray Wicksell,USA,24.04.56,2,Auckland,24.01.1981
2204,3:56.23,Tony Rogers,NZL,30.04.57,3,Auckland,02.03.1985
2204,3:56.23,Moses Kiptanui,KEN,01.10.70,3,Belfast,21.06.1991
2204,3:56.23,Marcus O'Sullivan,IRL,22.12.61,2,New York City,20.07.1991
2204,3:56.23,Martin Keino,KEN,20.06.72,5,Eugene,25.05.1997
2204,3:56.23,Youcef Abdi,AUS,07.12.77,8,Eugene,24.05.2003
2204,3:56.23,Robert Myers,USA,05.08.80,1rA,Dublin,25.07.2008
2204,3:56.23,Riley Masters,USA,05.04.90,6,Memphis,25.08.2018
2204,3:56.23,Ryan Schoppe,USA,01.01.02,4rA,Boston,09.01.2024
2214,3:56.24,Eamonn Coghlan,IRL,24.11.52,2,Stockholm,03.07.1979
2214,3:56.24,Gordon Johnson,USA,27.09.71,9,Eugene,04.06.1995
2214,3:56.24,Richie Boulet,USA,14.06.73,8,Zagreb,07.07.1998
2214,3:56.24,Will Geoghegan,USA,15.07.92,7rA,Concord,01.06.2017
2214,3:56.24,Colin Sahlman,USA,28.10.03,13,Eugene,28.05.2022
2219,3:56.25,William Kemei,KEN,22.02.69,10,Eugene,04.06.1995
2219,3:56.25,Andy Downin,USA,12.05.73,4,Gresham,03.06.2001
2221,3:56.26,Paul-Heinz Wellmann,FRG,31.03.52,2,Philadelphia,04.08.1976
2221,3:56.26,Donald Paige,USA,13.10.56,1,Philadelphia,12.05.1979
2221,3:56.26,Steve Scott,USA,05.05.56,1,Dublin,10.07.1979
2221,3:56.26,Peter van der Westhuizen,RSA,21.12.84,11,Eugene,07.06.2009
2221,3:56.26,Damien Dilcher,USA,18.10.98,7,Middletown,28.08.2025
2226,3:56.27,Paul-Heinz Wellmann,FRG,31.03.52,7,Stockholm,09.08.1976
2226,3:56.27,Mike Boit,KEN,06.01.49,2,Leuven,28.06.1981
2226,3:56.27,Jack Buckner,GBR,22.09.61,5,Cork,03.07.1984
2226,3:56.27,Lachlan Chisholm,AUS,04.05.80,1,Brisbane,06.05.2005
2226,3:56.27,Nathan Brannen,CAN,08.09.82,5,New York City,03.06.2006
2226,3:56.27,Duncan Phillips,USA,07.06.89,2,Dublin,17.07.2013
2226,3:56.27,Ben Blankenship,USA,15.12.88,1,Falmouth,10.08.2013
2226,3:56.27,Elijah Manangoi,KEN,05.01.93,2,Cape Town,24.04.2023
2234,3:56.28,Steve Crabb,GBR,30.11.63,2,Gateshead,17.08.1990
2234,3:56.28,Ali Saïdi-Sief,ALG,15.03.78,11,Nice,16.07.1997
2234,3:56.28,Robin Van Riel,NED,30.04.00,1r2,Stirling,24.08.2024
2234,3:56.28,Craig Engels,USA,01.05.94,1r1,Saint Louis,05.06.2025
2238,3:56.29,Steve Scott,USA,05.05.56,1,Auckland,22.01.1983
2238,3:56.29,Jakob Ingebrigtsen,NOR,19.09.00,1,Oslo,15.06.2017
2238,3:56.29,Colby Alexander,USA,13.06.91,3,West Chester,11.08.2022
2241,3:56.3,Jim Beatty,USA,28.10.34,1,Helsinki,21.08.1962
2241,3:56.3,Roscoe Divine,USA,03.11.47,1,Eugene,05.06.1970
2241,3:56.3,John Hartnett,IRL,07.06.50,1,Cork,05.07.1974
2241,3:56.3,John Walker,NZL,12.01.52,1,Sydney,15.01.1979
2241,3:56.3,Johan Fourie,RSA,02.12.59,2,Stellenbosch,07.05.1979
2241,3:56.3,Steve Scott,USA,05.05.56,1,Berkeley,01.06.1980
2241,3:56.3,Eamonn Coghlan,IRL,24.11.52,1,Cork,24.06.1980
2241,3:56.3,Harald Hudak,FRG,28.01.57,5,Bruxelles,22.08.1980
2241,3:56.3,John Walker,NZL,12.01.52,2,Modesto,16.05.1981
2241,3:56.3,John Walker,NZL,12.01.52,1,Christchurch,10.02.1985
2241,3:56.30,Steve Cram,GBR,14.10.60,8,Bruxelles,03.09.1993
2241,3:56.30,Brian Berryhill,USA,15.12.77,7,Eugene,26.05.2002
2253,3:56.31,Wilson Waigwa,KEN,15.02.49,5,London,08.08.1980
2253,3:56.31,Edgar Martins de Oliveira,BRA,11.11.67,9,Edwardsville,25.07.1998
2253,3:56.31,James Nolan,IRL,27.01.77,4,Gateshead,27.06.1999
2253,3:56.31,Joshua Lay,GBR,11.04.00,6,Gateshead,13.07.2021
2253,3:56.31,James Gormley,GBR,03.04.98,3rA,Stirling,26.08.2023
2258,3:56.32,Wilfred Oanda Kirochi,KEN,12.12.69,7,Athínai,07.09.1990
2258,3:56.32,Martin Johns,NZL,05.07.69,9,Eugene,31.05.1998
2258,3:56.32,Kevin Sullivan,CAN,20.03.74,1,San Francisco,15.09.2002
2261,3:56.33,Jozef Plachý,CZE,28.02.49,3,Stockholm,03.07.1979
2261,3:56.33,Marcus O'Sullivan,IRL,22.12.61,5,Barcelona,15.07.1987
2261,3:56.33,Jason Pyrah,USA,06.04.69,6,Eugene,25.05.1997
2261,3:56.33,Casey Comber,USA,04.11.96,6,Dublin,14.07.2023
2265,3:56.34,Eamonn Coghlan,IRL,24.11.52,2,Philadelphia,12.05.1979
2265,3:56.34,John Walker,NZL,12.01.52,2,Melbourne,14.01.1982
2265,3:56.34,Frank Assuma,USA,03.03.61,4,London,09.06.1982
2265,3:56.34,Pat Scammell,AUS,15.04.61,4,Auckland,02.03.1985
2265,3:56.34,Steve Ovett,GBR,09.10.55,1,Belfast,24.06.1985
2265,3:56.34,Mike Boit,KEN,06.01.49,1,Bern,16.08.1985
2265,3:56.34,Robert Kibet,KEN,15.12.65,5,Gateshead,28.08.1989
2265,3:56.34,Steve Scott,USA,05.05.56,8,Athínai,07.09.1990
2265,3:56.34,William Tanui,KEN,22.02.64,8,Sankt Peterburg,26.07.1994
2265,3:56.34,Charlie Dannatt,CAN,07.09.99,4rB,Eagle Rock,09.07.2022
2275,3:56.35,Tom Byers,USA,12.04.55,5,Koblenz,31.08.1983
2275,3:56.35,Paul Rugut,KEN,01.01.62,6,Koblenz,31.08.1983
2275,3:56.35,José Luis González,ESP,08.12.57,1,Barcelona,08.07.1985
2275,3:56.35,Anthony Whiteman,GBR,13.11.71,1,London,31.08.1996
2275,3:56.35,Marcus O'Sullivan,IRL,22.12.61,3,Melbourne,25.02.1998
2275,3:56.35,Chris O'Hare,GBR,23.11.90,10,London,25.07.2015
2275,3:56.35,Cathal Doyle,IRL,12.05.01,1,Cork,06.07.2022
2282,3:56.36,Bill McChesney,USA,08.01.59,2,Eugene,28.05.1981
2282,3:56.36,Enda Fitzpatrick,IRL,28.04.65,6,Cork,09.07.1985
2282,3:56.36,Steve Martin,GBR,16.07.59,4,Gateshead,05.08.1986
2282,3:56.36,Joaquim Cruz,BRA,12.03.63,1,Eugene,06.06.1987
2282,3:56.36,Kipkoech Cheruiyot,KEN,02.12.64,1,Madrid,09.06.1989
2282,3:56.36,Kevin McKay,GBR,09.02.69,15,Berlin,26.08.1997
2282,3:56.36,Cornelius Chirchir,KEN,05.06.83,7,Eugene,28.05.2006
2282,3:56.36,Jye Edwards,AUS,06.03.98,2,Falmouth,20.08.2022
2282,3:56.36,Santtu Heikkinen,FIN,12.06.02,4rA,Stirling,26.08.2023
2291,3:56.37,Dick Quax,NZL,01.01.48,2,London,14.09.1973
2291,3:56.37,Han Kulker,NED,15.08.59,4,Helsinki,02.07.1987
2291,3:56.37,Jukka Savonheimo,FIN,20.10.66,1,Kemi,03.07.1990
2291,3:56.37,Elijah Kipruto Maru,KEN,12.06.76,12,Nice,16.07.1997
2291,3:56.37,Tarek Boukensa,ALG,19.11.81,12,Oslo,15.06.2007
2291,3:56.37,Kasey Knevelbaard,USA,02.09.96,9,Dublin,12.07.2024
2297,3:56.38,Willi Wülbeck,FRG,18.12.54,4,Stockholm,03.07.1979
2297,3:56.38,Mike McLeod,GBR,25.01.52,5,London,31.08.1979
2297,3:56.38,Matt Tegenkamp,USA,19.01.82,1,Madison,06.05.2006
2297,3:56.38,Bernard Lagat,USA,12.12.74,2,Des Moines,24.04.2010
2301,3:56.39,David Taylor,IRL,07.03.59,3,Dublin,14.07.1981
2301,3:56.39,Monde Tutani,RSA,22.02.62,4,Port Elizabeth,11.03.1987
2301,3:56.39,Robert Myers,USA,05.08.80,13,Oslo,29.07.2005
2301,3:56.39,Will Leer,USA,15.04.85,1,Dublin,25.07.2012
2301,3:56.39,Will Leer,USA,15.04.85,4,Eugene,31.05.2013
2301,3:56.39,Jakub Holusa,CZE,20.02.88,4rB,Eugene,30.05.2015
2301,3:56.39,Jordan McNamara,USA,07.03.87,1rA,Saint Louis,02.06.2016
2308,3:56.4,Jim Grelle,USA,30.09.36,4,Compton,07.06.1963
2308,3:56.4,Josef Odlozil,CZE,11.11.38,2,Auckland,17.11.1964
2308,3:56.4,Peter Snell,NZL,17.12.38,1,Los Angeles,04.06.1965
2308,3:56.4,Jim Grelle,USA,30.09.36,2,Los Angeles,04.06.1965
2308,3:56.4,Bob Day,USA,31.10.44,1,Bakersfield,12.06.1965
2308,3:56.4,Arne Kvalheim,NOR,25.04.45,1,Eugene,06.06.1971
2308,3:56.4,Benjamin Jipcho,KEN,01.03.43,1,Berlin,07.09.1971
2308,3:56.4,Paul Cummings,USA,05.09.53,1,Tempe,16.03.1974
2308,3:56.4,Michael Howell,USA,31.08.49,1,Williamsburg,11.05.1974
2308,3:56.4,Graham Crouch,AUS,11.01.48,3,Göteborg,12.08.1975
2308,3:56.4,Antonio Colon,PUR,24.03.53,1,Ponce,16.08.1975
2308,3:56.4,Dick Quax,NZL,01.01.48,6,Dublin,11.07.1977
2308,3:56.4,John Walker,NZL,12.01.52,1,Auckland,28.01.1978
2308,3:56.4,Graham Williamson,GBR,15.06.60,3,Oslo,01.07.1980
2308,3:56.4+,Luke Kipkosgei,KEN,27.11.75,2,Bratislava,09.06.1998
2308,3:56.40,Graham Williamson,GBR,15.06.60,2,London,02.07.1978
2308,3:56.40,Suleiman Nyambui,TAN,13.02.53,3,Philadelphia,12.05.1979
2308,3:56.40,Richie Harris,USA,04.03.59,4,Eugene,05.06.1982
2308,3:56.40,Steve Scott,USA,05.05.56,1,Berkeley,14.07.1984
2308,3:56.40,Marcus O'Sullivan,IRL,22.12.61,3=,Edinburgh,23.07.1985
2308,3:56.40,Michael Hillardt,AUS,22.01.61,3=,Edinburgh,23.07.1985
2308,3:56.40,Peter Elliott,GBR,09.10.62,2,Birmingham,07.07.1987
2308,3:56.40,David Torrence,USA,26.11.85,2,Dublin,25.07.2012
2308,3:56.40,Eduardo Herrera,MEX,23.09.97,8,Pfungstadt,06.09.2023
2332,3:56.41,Jim Hill,USA,01.07.61,1,Eugene,15.05.1982
2332,3:56.41,José Luis González,ESP,08.12.57,7,Berlin,17.08.1984
2332,3:56.41,Brian Hyde,USA,13.10.72,1,Portland,11.05.1997
2332,3:56.41,Kevin Sullivan,CAN,20.03.74,6,Eugene,04.06.2005
2332,3:56.41,Craig Miller,USA,03.08.87,5,Walnut,20.04.2012
2332,3:56.41,Nick Willis,NZL,25.04.83,2,Huntington,06.09.2017
2332,3:56.41,Charles Philibert-Thiboutot,CAN,31.12.90,2,Quebec City,25.07.2025
2339,3:56.42,Chuck Aragon,USA,29.03.59,7,Zürich,19.08.1987
2339,3:56.42,Graham Crawford,USA,29.12.92,7,Memphis,25.08.2018
2341,3:56.43,Steve Lacy,USA,17.01.56,5,Stockholm,03.07.1979
2341,3:56.43,Leonard Muchero Maina,KEN,13.06.78,1,San Francisco,29.10.2000
2343,3:56.44,Rod Dixon,NZL,13.07.50,1,London,19.06.1976
2343,3:56.44,Rod Dixon,NZL,13.07.50,3,Philadelphia,04.08.1976
2343,3:56.44,Bennie Greyling,RSA,01.02.65,1,Durban,10.12.1988
2343,3:56.44,Pat Scammell,AUS,15.04.61,2,Melbourne,08.02.1990
